глагол,общая_частота
odmeravati,16
kalkulisati,16
sabereti,16
polarizovati,16
probaći,16
probušiti,16
suzdržavati,16
mentiti,16
prevideti,16
pionirati,16
pođiti,16
angaživtiti,16
propoliti,16
razvrstvavati,16
demolirati,16
ispisiti,16
offliniti,16
odniti,16
naumiti,16
sendviti,16
kombinujtiti,16
evakuisati,16
zaplakati,16
vrištati,16
prehladiti,16
spomeniti,16
zažmuriti,16
sisćiti,16
divljati,16
pomičiti,16
pothranjivati,16
utrkovati,16
pospeći,16
izdignuti,16
izletati,16
okretiti,16
kajati,16
garantojeti,16
stežiti,16
linkovati,16
duplicirati,16
obučeti,16
ceći,16
nemovati,16
ukljuciti,16
povezuvati,16
nаnosi,16
jahtiti,16
umeće,16
otputuvati,16
ikoniti,16
ratificirati,16
dodeljujati,16
razblažiti,16
prisluškivati,16
ustoličiti,16
zamrznuti,16
doplatiti,15
aranžirati,15
pozajati,15
zapitajtiti,15
utoliti,15
centralizovati,15
podudariti,15
šutiti,15
surfovati,15
kockati,15
pio,15
disciplinovati,15
ućiti,15
izliječiti,15
dograditi,15
prerastati,15
opredijeliti,15
savjesti,15
pljuvati,15
poginiti,15
zabriniti,15
nadovegati,15
naslanjati,15
savjeti,15
pretražujtiti,15
predugati,15
ginuti,15
eliminirati,15
amnestirati,15
pričestiti,15
brati,15
sudelovati,15
iskopirati,15
potraživati,15
klijentati,15
plaža,15
izbegniti,15
gabariti,15
uvukati,15
uvediti,15
zaoštravati,15
preduzmiti,15
odvući,15
snimajtiti,15
posutiti,15
zastaniti,15
priskočiti,15
ukljucovati,15
izmjenjivati,15
djeteti,15
fakturisati,15
učetvovati,15
smjenjivati,15
klikati,15
ničiti,15
kompenzirati,15
dorađivati,15
postajeti,15
sedati,15
prisustvati,15
operati,15
doleteti,15
kreditirati,15
reafirmisati,15
vertikati,15
terorisati,15
reaktivirati,15
m2ći,15
obrušavati,15
sekunditi,15
dopriniti,15
odbrojavati,15
obrušiti,15
prelistati,15
pobjeđivati,15
odgađati,15
uzvrati,15
zazirati,15
razbesneti,15
umrežati,15
upecati,15
potapati,15
oznacavati,15
osoba,15
gospodariti,15
rashlađivati,15
evakuiti,15
klečiti,15
spoznajati,15
fotoaparati,15
odabereti,15
sažati,15
sinoć,15
mladiti,15
pejzažiti,15
kamuflirati,15
preslušavati,15
skrasiti,15
konfiguriseti,15
limitirati,15
rasklopiti,15
procuriti,15
preplavljivati,15
razlikuvati,15
rukohvati,15
ocistiti,15
ugnjetavati,15
nagoniti,15
ustuknuti,15
pobiberiti,15
napiti,15
odnijeti,15
školujati,15
raspastiti,15
osramoti,15
prećutati,15
oprugati,15
sručiti,15
boditi,15
zapovesti,15
upiriti,15
obradoveti,15
tumarati,15
doplivati,15
ofarbati,15
proždiriti,15
otisati,15
personalizirati,15
prigrabiti,15
prediti,15
izlistati,15
prebeći,15
čučiti,15
pročuti,15
libiti,15
djelivati,15
precenjivati,15
trinaestiti,15
žalostiti,15
nazasti,15
specijalizozati,15
kupnjati,15
opaziti,15
pokleknuti,15
priseti,15
prikvačiti,15
citi,15
prisloniti,15
rasklapati,15
tresati,15
maštiti,15
dokupiti,14
prezakazati,14
pljačkavati,14
razlagati,14
slepiti,14
osamostaljivati,14
pomjeriti,14
rasturati,14
tuširati,14
posavetovti,14
odmakneti,14
osavremenjivati,14
pevušiti,14
mandati,14
drukčivati,14
instrumentatizati,14
uznemirovati,14
ispregovarati,14
zagubiti,14
rjeći,14
raspodeti,14
tonuti,14
razgranati,14
preobratiti,14
amortizovati,14
doziveti,14
🙂,14
masteriti,14
istaknuti,14
premošćovati,14
secati,14
idealizovati,14
naćiti,14
protrljati,14
urlati,14
štapići,14
slamati,14
konsultujtiti,14
isušiti,14
zaračunavati,14
otpočneti,14
pomociti,14
postаje,14
suosjećati,14
tliminisati,14
zamagliti,14
skriti,14
koncentrirati,14
visoti,14
nagrizati,14
porazmisliti,14
zahuktati,14
sagoreti,14
začujeti,14
polisati,14
seckati,14
veštiti,14
prodiskutivati,14
podvizavati,14
škripati,14
zajamčiti,14
boti,14
pakovrati,14
podrumati,14
četovati,14
nastavlјa,14
zahtev,14
iskažiti,14
stornirati,14
strepeti,14
provasti,14
otac,14
nabrojiti,14
prebijati,14
upotreba,14
iskopavati,14
liti,14
zakoniti,14
desetkovati,14
česti,14
uvidati,14
pohvatati,14
homogenizovati,14
prevrćiti,14
gvantanati,14
urasti,14
krijumčariti,14
zapljuskovati,14
posuđati,14
odupremoti,14
masakrirati,14
podrijeti,14
zbrisati,14
potonjiti,14
vristiti,14
yosemiti,14
rasteti,14
vireti,14
zagolicati,14
prioritetizovati,14
priželjkivati,14
kupaći,14
ugošćavati,14
snažiti,14
zakupljivati,14
orbiti,14
lirati,14
smijeniti,14
premošćavati,14
opusteti,14
zatekneti,14
presrestiti,14
usnuti,14
ostariti,14
kolonizovati,14
mami,14
emancipovati,14
općeniti,14
poloziti,14
oluja,14
poljuljati,14
ugurati,14
isprvati,14
bježati,14
dotaknuti,14
liberalizovati,14
kalibrirati,14
skliznuti,14
preplivati,14
premazivati,14
osamostati,14
treba,14
žućkasti,14
pasteti,14
smetiti,14
manipulirati,14
umočiti,14
ostći,14
izbjegan,14
izgnječiti,14
zatrpavati,14
preobražati,14
kidati,14
vaziti,14
dokumentirati,14
predjati,14
dobaciti,14
rastavljati,14
tresiti,14
tlačiti,14
rad,14
ugošćivati,14
osmotriti,14
osmehnuti,14
unajati,14
pruziti,14
ukočiti,14
zarazati,14
memorisati,14
ekati,14
aparati,14
jediti,14
onesposobiti,14
onakviti,14
ismijavati,14
snabdijevati,14
predisponirati,14
odblokirati,14
jurišati,14
useći,14
zauzmiti,14
cediti,14
kormiti,14
videli.,14
koriguvati,14
pun,14
ceveti,14
fiti,13
obrati,13
privuciti,13
šteta,13
zalažiti,13
neutralizovati,13
optimizovtiti,13
zatrpati,13
unati,13
sakrisiti,13
internalizovati,13
prevaziti,13
utjelovljivati,13
odigrаli,13
svjeti,13
zapljusnuti,13
granatirati,13
stolovati,13
razapeti,13
odmahnuti,13
odsedneti,13
izrezati,13
mezoniti,13
okladiti,13
unazaditi,13
relizovati,13
obrukati,13
zagospodariti,13
pčeliti,13
vodicati,13
poštediti,13
zaslužnuti,13
podlegnuti,13
auto-stakati,13
zakretati,13
izučiti,13
dezertirati,13
dodiruti,13
izustiti,13
protutnjati,13
uzvikovati,13
povratati,13
opkladiti,13
lokalizovati,13
naosati,13
otrčati,13
dopretati,13
prelistavati,13
tаkođe,13
kolebati,13
kontaminirati,13
zbijati,13
zaspati,13
vešati,13
isposlovati,13
utrati,13
izasti,13
štitasti,13
nazretiti,13
zaviditi,13
preostaniti,13
mehurići,13
privoliti,13
kidnapovati,13
plaćasti,13
imаmo,13
preokreneti,13
pomaći,13
koronavirusati,13
unaprjeđivati,13
očaravati,13
infiltrirati,13
zasuti,13
sekirati,13
nuti,13
redefinirati,13
rast,13
opstruišati,13
mamiti,13
portiti,13
odn.ti,13
psujati,13
svediti,13
ograda,13
razmisljati,13
žileti,13
jacati,13
apelirati,13
deblokirati,13
namučiti,13
delići,13
podignuti,13
tešiti,13
sreda,13
napišati,13
obolevati,13
noći,13
uslikati,13
potrčati,13
oboliti,13
objavlјuje,13
podriti,13
restaurirati,13
mrežastiti,13
režiti,13
smrditi,13
apsolvirati,13
preleteti,13
obistiniti,13
zaposeti,13
namijeniti,13
hrleti,13
toboziti,13
zaživjeti,13
prepravljati,13
urgirati,13
razumiti,13
jastučiti,13
naseti,13
istovati,13
zamreti,13
razjašnjavati,13
panoramiti,13
naočarati,13
kršititi,13
korelirati,13
drviti,13
presuda,13
uravnoteživati,13
uzvikivati,13
zarobljavati,13
izletiti,13
trljati,13
spominjeti,13
promotivati,13
uzorkovati,13
prineti,13
ustrajati,13
sarađivtiti,13
nitratiti,13
bistrati,13
lići,13
e-poštati,13
potsticati,13
žuljati,13
preuveličavati,13
opsedati,13
poniriti,13
ovekovesti,13
posteriti,13
pohrliti,13
ulazati,13
natjecati,13
razbivati,13
postradati,13
kupujtati,13
prеdstavlja,13
tapkati,13
zaplivati,13
častiti,13
elaborirati,13
peleti,13
podgrejati,13
osmatrati,13
podižati,13
piriti,13
češljati,13
stititi,13
rezonovati,13
dosuđivati,13
zapečati,13
namirovati,13
prototipati,13
bravati,13
zacementirati,13
podbaciti,13
odigratiti,13
drzeti,13
tugovati,13
preokretiti,13
započinjeti,13
resorbovati,13
kompostirati,13
prevući,13
osvrtati,13
prljati,13
sandati,13
imаo,13
napući,13
iznutra,13
prakticirati,13
konvertirati,13
odistati,13
stabilizirati,13
prepunati,12
povjerovati,12
podivljati,12
poplaviti,12
odupiriti,12
pronaciti,12
generišeti,12
potsećati,12
otkucavati,12
učesvovati,12
gužvati,12
suprostavljati,12
računiti,12
učetvorostručiti,12
giniti,12
protivrečiti,12
uvući,12
ovlasti,12
dopisati,12
unajmljivati,12
izmaknuti,12
uzglavljati,12
posegati,12
nagniti,12
pogledaš,12
prosveti,12
odžati,12
melo,12
ruka,12
communautarariti,12
ringeti,12
skakati,12
vatrati,12
dozivati,12
muvati,12
zavetovati,12
sučeljavati,12
premaziti,12
jav,12
uzleteti,12
pružа,12
podatak,12
pogadjati,12
osobiti,12
drenažati,12
poistovetiti,12
primaći,12
ljetiti,12
dovezati,12
tkati,12
zoviti,12
kombinuti,12
briti,12
konzervirati,12
umrijeti,12
sažimati,12
zagaziti,12
uđiti,12
mazati,12
educirati,12
kući,12
rasuti,12
promiješati,12
krivuljati,12
svladati,12
uletiti,12
dekriminalizovati,12
izdubiti,12
krititi,12
odležiti,12
razvijtiti,12
nadmašati,12
promovišiti,12
presvlačiti,12
preduhitriti,12
zarastajati,12
zamjeriti,12
istrčlati,12
ubrzajtiti,12
smirivati,12
akvareti,12
sadrzeti,12
izdržiti,12
slika,12
navlažiti,12
branjati,12
onesvestiti,12
optimizovti,12
omugućavati,12
zabiti,12
zauzdati,12
porast,12
podičiti,12
učestovovati,12
posegneti,12
pronositi,12
zaceti,12
presati,12
proviriti,12
obavezivati,12
smesati,12
unatrati,12
umiješati,12
isceti,12
povrijediti,12
krokoditi,12
rozeti,12
bili,12
plata,12
prerastajati,12
zaprositi,12
3,12
staniti,12
parafirati,12
rijesti,12
promasiti,12
ruta,12
noževati,12
formati,12
naziti,12
pazariti,12
umretati,12
odglumiti,12
izumrati,12
raskrinkavati,12
podmukati,12
injektirati,12
prosiriti,12
raciti,12
strožiti,12
opisuvati,12
šansiti,12
proletati,12
zaštićivati,12
pokidati,12
izrastajati,12
izbeglica,12
živopisati,12
adresati,12
večera,12
modelivati,12
glad,12
ispaštati,12
preformulisati,12
kontekstualizovati,12
fermentisati,12
dišati,12
okrečiti,12
zaviti,12
lupasti,12
vozačiti,12
posluziti,12
legnuti,12
eksportovati,12
podrazumjevati,12
urazumiti,12
transponuvati,12
namamiti,12
datovati,12
uspraviti,12
razbuditi,12
pozliti,12
reptiti,12
racunati,12
ušniti,12
geotekstiti,12
iskovati,12
imponovati,12
zaneti,12
vijuti,12
potoniti,12
čjubiti,12
rasplamsavati,12
povecavati,12
okoliti,12
poharati,12
maturirati,12
nanizati,12
bogatiti,12
imunizovati,12
utemeljivati,12
izblediti,12
rući,12
umarati,12
kapitalizovati,12
šasivati,12
dotiti,12
zagrivati,12
dobavljati,12
potpasti,12
kofinansirati,12
otpadati,12
manevrisati,12
komprimirati,12
preveliti,12
prekratiti,12
stišati,12
tolerirati,12
ogovarati,12
podebljati,12
utiskovati,12
sudjelivtiti,12
zapustiti,12
sletati,12
ati,12
okovati,12
prazniti,12
popivtiti,12
odgovorati,12
obraniti,12
šivati,12
prasiti,12
prosuditi,12
pooštravati,12
prekontrolisati,12
proklijati,12
diskutovtiti,12
zagaditi,12
rasprostirati,12
biratti,12
popeciti,12
remontovati,12
bukirati,12
prođiti,12
buknuti,12
nabaciti,12
asimilovati,12
prohtiti,12
koketirati,12
juniti,12
izvajati,11
pojmiti,11
prolivati,11
iskopčati,11
ekshumirati,11
proistećniti,11
pomažeti,11
odskazati,11
žižati,11
pretrpiti,11
dolivati,11
svijeti,11
porijeći,11
kazaviti,11
zapušiti,11
podcasti,11
perzistirati,11
preobražajati,11
portretisati,11
zgusniti,11
doseti,11
smаtrа,11
prekrajati,11
nevoljati,11
obasipati,11
stražiti,11
sredati,11
zujati,11
bagremovati,11
odnesiti,11
raspoznavati,11
gnječiti,11
pritiskavati,11
sračunati,11
zataškati,11
sećaš,11
obrisiti,11
promašivati,11
inž.ti,11
pojasevati,11
isticeti,11
resiti,11
isceljivati,11
projicirati,11
spočitavati,11
prizvatiti,11
uprljati,11
pogaziti,11
naceti,11
kamenčiti,11
bolјe,11
uniziti,11
zaprepasti,11
ispisuvati,11
razduživati,11
granulati,11
leviti,11
istkati,11
kutiti,11
osramotiti,11
mobilizirati,11
plastificirati,11
prodrmati,11
proucavati,11
pečeti,11
džati,11
naprskati,11
zapjevati,11
iščeznuti,11
učеstvovalo,11
zataškavati,11
burati,11
predajati,11
unesti,11
rekonstruiti,11
odumreti,11
olabaviti,11
razvoditi,11
-reći,11
preletati,11
laktobaciti,11
shopati,11
smrzavati,11
aktualizovati,11
bežiti,11
jesiti,11
iznjedriti,11
klimati,11
opskrbljivati,11
nadolaziti,11
saunati,11
zaradjivati,11
kadrirati,11
uspiviti,11
ženiti,11
tištiti,11
potpirivati,11
koviti,11
nafta,11
pritužba,11
mukiti,11
turati,11
depolitizovati,11
uvrijediti,11
zadnjati,11
savlađivati,11
zateti,11
upokojiti,11
ujutrati,11
lakirati,11
sesti,11
istakniti,11
viknuti,11
utrkivati,11
shvataš,11
košuliti,11
odlucovati,11
otporiti,11
praseti,11
udrugati,11
formulirati,11
izbrojiti,11
odseti,11
podstakneti,11
okidati,11
saći,11
pokopati,11
odumirati,11
аli,11
upadneti,11
isplivavati,11
obeleziti,11
kaskati,11
razriješiti,11
seti,11
odgurnuti,11
utišavati,11
osjećaš,11
pomnoti,11
krivotvoriti,11
protivtežati,11
facetiti,11
eliminišeti,11
prezivati,11
dosezati,11
prečistiti,11
stražariti,11
svidjati,11
snizati,11
dečivati,11
ostojati,11
trujati,11
auti,11
pomići,11
trkati,11
poistovesti,11
otpratiti,11
raspuštati,11
radujeti,11
zaceljivati,11
zbrajati,11
pretrčati,11
veriti,11
uzimajtiti,11
uginiti,11
zgušnjavati,11
picati,11
cistiti,11
kupac,11
baratati,11
proliti,11
uzbuniti,11
isečetiti,11
mora,11
benefiti,11
izgoriti,11
dušati,11
jagoditi,11
pritistiti,11
načeti,11
insinuirati,11
omogućаvа,11
suociti,11
omogučiti,11
polažiti,11
svijetliti,11
pandemijati,11
raščišćavati,11
inkarnirati,11
briziti,11
primiriti,11
ubrati,11
kociti,11
rđeti,11
kuneti,11
sprovediti,11
skrojiti,11
tutorijati,11
previditi,11
јe,11
kralj,11
zauzmetiti,11
ostavriti,11
noću,11
ogrebati,11
natječati,11
iskušavati,11
zastariti,11
ogrnuti,11
šilati,11
potpeti,11
užasnuti,11
jasati,11
štrčiti,11
prijava,11
iskombinuvati,11
uključijučiti,11
centrirati,11
miditi,11
potezati,11
odzivati,11
cepati,11
izbrusiti,11
zaigragati,11
manifestirati,11
dodelјuje,11
izoštriti,11
sjednuti,11
doterivati,11
posrnuti,11
provaljivati,11
izdešavati,11
vrijeđati,11
trgujati,11
predstavkati,11
kup,11
preskazati,11
ukinati,11
ma,11
obavezojeti,11
zapeti,11
nasipati,11
ukopčati,11
štati,11
socijalizovati,11
podlegiti,11
razmjenjivtiti,11
reemitovati,11
opći,11
kreteti,11
regulišeti,11
isecati,11
sinuti,11
prehranjivati,11
pleći,10
napadniti,10
ložiti,10
uzaniti,10
nadomjestiti,10
utonuti,10
pribegnuti,10
presećati,10
zamotati,10
oglasti,10
raziniti,10
pokavati,10
istrčiti,10
rezati,10
zapanjivati,10
nabasati,10
ozakoniti,10
pijuckati,10
naznačivati,10
prekjučati,10
obrijati,10
upsasti,10
poslusati,10
zavarivati,10
koti,10
raseliti,10
bijeti,10
okoristiti,10
2,10
uporagati,10
nemaš,10
krutiti,10
posezati,10
demonizovati,10
laziti,10
strmati,10
beličastiti,10
zavideti,10
žanjati,10
dekodirati,10
prevučiti,10
žvati,10
obedovati,10
sjati,10
otući,10
juneti,10
paketići,10
privikavati,10
posložiti,10
odrađivati,10
zavaliti,10
saslušavati,10
potpati,10
dodvoriti,10
dviti,10
predstvaljati,10
šamarati,10
numerisati,10
obati,10
tarifirati,10
dužati,10
poblizati,10
rastajati,10
kremastiti,10
čirati,10
negoti,10
izigravati,10
transferisati,10
prohujati,10
ulogovati,10
napojiti,10
grizati,10
zatočiti,10
doprinjeti,10
otkidati,10
trotineti,10
pobrkati,10
certifikati,10
stavlјaju,10
preporucovati,10
prevediti,10
preticati,10
titi,10
sprijesti,10
predahnuti,10
sašiti,10
hrliti,10
iskrstiti,10
utriti,10
stimulirati,10
libati,10
usresrediti,10
izostanati,10
pribjegavati,10
paradirati,10
viniti,10
izmirivati,10
uljepšati,10
otrovati,10
dograđivati,10
pospremiti,10
popodne,10
mašiti,10
poticeti,10
posramiti,10
krčkati,10
preuresti,10
pinavati,10
šupljati,10
oduvati,10
skontati,10
kreneti,10
vizualizirati,10
reducirati,10
vakuumirati,10
raščlaniti,10
pasnati,10
pricati,10
rezonirati,10
integrišiti,10
upakivati,10
ujednačavati,10
poletiti,10
začepiti,10
nasesti,10
politi,10
ispisujeti,10
priliti,10
odsjesti,10
zavjeriti,10
potpisujeti,10
devalvirati,10
nа,10
odupriti,10
ukopati,10
saglašavati,10
pokositi,10
izmjeniti,10
predpostaviti,10
odaći,10
eksportirati,10
klasiti,10
peglati,10
namazti,10
ispišiti,10
koriti,10
sagoriti,10
omogucovati,10
zavjesti,10
dojati,10
zbližati,10
naočiglesti,10
uciti,10
popisiti,10
oduprijeti,10
precrtati,10
robovati,10
imаti,10
udahneti,10
prigušivati,10
filati,10
revanširati,10
izazavati,10
izbjegneti,10
skuvajtiti,10
raskrinkati,10
gradivati,10
otiskiti,10
oksidirati,10
prodrati,10
---,10
odrastiti,10
zgaziti,10
nabijati,10
preotoći,10
otelotvorivati,10
pridruziti,10
izradovati,10
združiti,10
razbežati,10
odustajtiti,10
nominirati,10
pastiriti,10
prodretiti,10
utisniti,10
prodreti,10
pravda,10
žurnati,10
oslepeti,10
dovediti,10
poriti,10
pomiješati,10
grleti,10
vijugati,10
nipodaštavati,10
potčinjavati,10
doliti,10
blagovaoniti,10
klizati,10
način,10
zaplaćati,10
propitivati,10
zadebljati,10
otisniti,10
•,10
bajkoviti,10
razmazovati,10
razvodnjavati,10
zasititi,10
okolisati,10
reagujtiti,10
sabijati,10
iščupati,10
onakvati,10
pritišćeti,10
spakivtiti,10
ponajprivati,10
preokretati,10
preseljavati,10
grditi,10
uigrati,10
prosperirati,10
uzbuditi,10
povići,10
personifikovati,10
pretovarati,10
uknjižiti,10
denuncirati,10
skalpeti,10
kontekstualizozivati,10
dosađivati,10
razočaravati,10
iscuriti,10
rugati,10
obeštetiti,10
institucionalija,10
našminkati,10
izginuti,10
zaposedati,10
crno-bijeti,10
priklanjati,10
pocnuti,10
posеtio,10
pozavmiti,10
imat,10
bijagati,10
izvrgavati,10
budati,10
previti,10
zabrljati,10
obznanjivati,10
očitovati,10
porazmistiti,10
osemeniti,10
misloati,10
gomiti,10
cveći,10
dopunati,10
talasati,10
pipnuti,10
želetiti,10
doditi,10
usidriti,10
nаlаze,10
rezulatati,10
namagati,10
dodjiti,10
pripisuvati,10
modernizovti,10
pješačiti,10
čekaš,10
terasti,10
utovarati,10
postći,10
pretećati,10
smisao,10
humanizovati,10
novčići,10
odjećati,10
sаdа,10
micati,10
geriti,10
opipati,10
pleksiglati,10
hipnotisati,10
zvonjavati,10
primjeniti,10
pociniti,10
osvešćivati,10
prošvercovati,10
uredbati,10
okarakterizirati,10
ismejavati,10
istezati,10
razređivati,10
nadgrađivati,10
baditi,10
valati,10
orati,10
klevetati,10
citadeti,10
stočiti,10
kаo,10
zamaskirati,9
pospješiti,9
čovesti,9
seciti,9
otkopati,9
područivati,9
mantiti,9
vjenčati,9
zaklanjati,9
dobaviti,9
napipati,9
razmrsiti,9
diskvalifiko,9
dojaviti,9
zaplačiti,9
ovjeriti,9
zapovedati,9
razmontirati,9
tresti,9
uređaj.,9
isati,9
facilitirati,9
lokalizirati,9
upropasti,9
zagoreti,9
nasmijati,9
noć,9
suocavati,9
zavšiti,9
bereti,9
nasloviti,9
suncokretovati,9
trčlati,9
izneveravati,9
plitkati,9
prečati,9
redati,9
strašiti,9
zaklјučiti,9
kolačati,9
češljaš,9
miti,9
snadbevati,9
ošišati,9
sušariti,9
naležati,9
srozati,9
lepršati,9
okrepati,9
retuširati,9
dаje,9
ražiti,9
šutnuti,9
cedeti,9
odredovati,9
isploviti,9
zlodjeti,9
posvjedočiti,9
percepirati,9
ćutati,9
odabireti,9
interesirati,9
blanširati,9
dezinformisati,9
celivati,9
preniti,9
podstiti,9
prezreti,9
ishodovati,9
izlomiti,9
diskutirati,9
sladiti,9
radoti,9
preoptereti,9
dojiti,9
cjeloviti,9
ozvučiti,9
pohranjivtiti,9
ukopavati,9
bezmati,9
nadopuniti,9
brazzaviti,9
smijati,9
saseći,9
pospješivati,9
zapeniti,9
istraziti,9
rasplakati,9
razgraničiti,9
condititi,9
odgajiti,9
uvjetovati,9
ponukati,9
masati,9
popniti,9
prigušiti,9
progledati,9
izvređati,9
bokati,9
griješiti,9
brujati,9
napomenati,9
podsecati,9
konfiskovati,9
objavlјuju,9
prozvoditi,9
stasiti,9
pričiti,9
razmetati,9
korodirati,9
znojati,9
usrećiti,9
upumpavati,9
vrata,9
pedati,9
zakreniti,9
upoznajeti,9
predlažeti,9
kačiti,9
odmoći,9
izglasti,9
omoguæava,9
isplačiti,9
trenutkati,9
pisiti,9
subskati,9
mistifikovati,9
laganiti,9
karakteriti,9
koalirati,9
propasirati,9
prevovati,9
uniti,9
raspoznati,9
preprodati,9
svršiti,9
zavrteti,9
obezvređivati,9
ozeleniti,9
16.apriti,9
odbrana,9
odnegovati,9
otisan,9
ustući,9
nadići,9
preregistrovati,9
17.apriti,9
plodniti,9
izvinuti,9
deformišati,9
mrdati,9
leptirati,9
zrcati,9
razumijevati,9
motriti,9
razmeštati,9
pretapati,9
dramatizovati,9
sažaljevati,9
kompromitirati,9
zaratiti,9
razvučiti,9
učеstvovao,9
franšizati,9
prevrtati,9
reto,9
preceniti,9
privati,9
zavrijediti,9
dospijevati,9
pojeftiniti,9
pozdravlјa,9
sjeniti,9
predhoditi,9
oraspoložiti,9
previjati,9
transverzati,9
zakočiti,9
podrzavati,9
slageti,9
dihtovati,9
istovariti,9
pobacati,9
stubići,9
preminiti,9
plavičasti,9
brišiti,9
uopćiti,9
klečati,9
oploviti,9
prispećati,9
izgladneti,9
pripomoći,9
utvrdjivati,9
zaprepastiti,9
pirati,9
oduševeti,9
pomirisati,9
privoleti,9
duziti,9
natjetati,9
popodnevati,9
kukastiti,9
pojava,9
podstičeti,9
presvući,9
izolirati,9
ucrtati,9
predstavati,9
pojednostavnjovati,9
gustiti,9
hosteti,9
utrljavati,9
obmaniti,9
navaliti,9
minimiti,9
zamirisati,9
rastapati,9
spriječavati,9
prekrstiti,9
popneti,9
vjerati,9
repovati,9
kovidati,9
otiskivati,9
pojasti,9
reprodukivati,9
obracati,9
odsecati,9
lezati,9
korpiti,9
čajevati,9
povijati,9
vrijećati,9
klasificirati,9
darujati,9
stereti,9
ispolirati,9
proteziti,9
čekići,9
prastariti,9
preziveti,9
uslišiti,9
relativizirati,9
kontroliti,9
uznemirati,9
obmanuti,9
korumpirati,9
ilustrujati,9
buljiti,9
svestan,9
vedriti,9
naizgleti,9
pačuti,9
konektovati,9
smoriti,9
odlivati,9
preskakati,9
pobesneti,9
njihati,9
razminirati,9
dediti,9
pomogati,9
pričavtiti,9
šutjeti,9
kititi,9
spitasti,9
brijati,9
definiti,9
ujedinjavati,9
izumiti,9
žičarati,9
dolаzi,9
udavati,9
ušunjati,9
zaslužniti,9
stišavati,9
uostalom,9
sаstаo,9
titrati,9
oći,9
uprostiti,9
poluditi,9
stotiti,9
ogrešiti,9
prezresti,9
kojiti,9
sujetiti,9
utići,9
traumati,9
lepšati,9
doniveti,9
deformisati,9
razdeliti,9
pakirati,9
povikati,9
?ekati,9
odjeti,9
kazivati,9
predlažiti,9
prevezati,9
nadjačavati,9
nаlаzi,9
prosvetliti,9
narendati,9
čoveti,9
drznuti,9
osmišljati,9
ošamariti,9
suvenirati,9
špargti,9
zaobiđiti,9
plešati,9
kalibrisati,9
snabditi,9
opeći,9
kompoziti,9
pioniriti,8
abolirati,8
prećiti,8
broditi,8
umaći,8
rukavati,8
obešteti,8
razonoditi,8
sprdati,8
potvditi,8
potkrovljati,8
napivati,8
izvediti,8
mršavati,8
zavijati,8
laganati,8
intervenirati,8
segmentirati,8
priremiti,8
zaprljati,8
izbeljivati,8
odmrzavati,8
testati,8
vozati,8
prljav,8
pretopiti,8
uzvisiti,8
žonglirati,8
razmeriti,8
oboti,8
otpočnuti,8
krivudati,8
nagoditi,8
pronevesti,8
uzmicati,8
ubijediti,8
oštriti,8
ocrniti,8
nagoveštati,8
rasteći,8
ostaziti,8
dokrajčiti,8
orkestrirati,8
sobati,8
dopiti,8
ordinirati,8
poentati,8
rekonstruirati,8
strimovati,8
iko,8
zavrsavati,8
zapiseti,8
sročiti,8
neznati,8
brdoviti,8
nasliti,8
sramiti,8
sumnjičavati,8
obdariti,8
bаvi,8
dragoti,8
pomoliti,8
podleći,8
osmehivati,8
baziti,8
porteti,8
uboditi,8
dući,8
ćicati,8
novčiti,8
poditi,8
jammerati,8
potvrdjivati,8
bankomati,8
prirasti,8
odšetati,8
ustezati,8
ovseniti,8
kruniti,8
uplivati,8
mješoviti,8
samoorganizovati,8
tvrtkiti,8
pokupovati,8
izveziti,8
zavezati,8
usitnjavati,8
otputujati,8
pomaćniti,8
dosetiti,8
rasformirati,8
sjajiti,8
psovati,8
podgraći,8
aklimatizovati,8
zapovediti,8
pretpeti,8
podzadati,8
očati,8
personalizoveti,8
revitalizirati,8
obezvrediti,8
čići,8
obariti,8
provizijati,8
prometovati,8
oplakovati,8
otelotvoriti,8
omogučavati,8
zasjati,8
rijeći,8
zaprijeti,8
struktuirati,8
rasterivati,8
gesti,8
izmenjivati,8
dospivati,8
optimistati,8
besneti,8
ponasati,8
namještati,8
zatamnjivati,8
sjajati,8
potrošati,8
promućkati,8
vaskrstiti,8
siviti,8
smekšati,8
zalegati,8
neći,8
uticaj,8
artikulirati,8
presivati,8
zadirkovati,8
operacionalizovati,8
derogirati,8
vinariti,8
kaski,8
objati,8
artići,8
progredirati,8
isterivati,8
divati,8
uzan,8
uti,8
otpreti,8
razliti,8
drugiti,8
komercijatizozivati,8
trenuciti,8
igrаli,8
buduciti,8
izrežiti,8
određevati,8
košuljati,8
uvertirati,8
zadirkivati,8
eleminisati,8
preuređivati,8
hvalisati,8
usitniti,8
okliznuti,8
nadovezivati,8
odvuki,8
oploditi,8
vun,8
skrbiti,8
namotati,8
otkočiti,8
proračunavati,8
iskrati,8
ušivati,8
planuti,8
zavrtiti,8
karađorđeviti,8
kamenovati,8
raspadnuti,8
osvijetliti,8
prionuti,8
začuđivati,8
nasljeđivati,8
primeriti,8
prelaskati,8
rampeti,8
suknjati,8
pireti,8
modificirati,8
terminiti,8
masterirati,8
dvadeseti,8
preprodavati,8
dragati,8
rаzumeti,8
dovijati,8
daski,8
poduzmiti,8
civilizovati,8
skriviti,8
pridržаvаti,8
obеzbеđujе,8
sаdrže,8
paušati,8
rezultat,8
odleti,8
