глагол,частота
podvukati,10
izjava,10
miriti,10
streljati,10
demontirati,10
zakasniti,10
pripojiti,10
ogoliti,10
personalizovati,10
prevestiti,10
istrošiti,10
podučiti,10
›,10
provozati,10
promići,10
kvačiti,10
začeti,10
bojiti,10
znaciti,10
duga,10
dejstvovati,10
potjeti,10
gasti,10
pribeći,10
resetovati,9
podmlađivati,9
procediti,9
reafirmisati,9
izmirati,9
izniti,9
raspadati,9
rekreirati,9
podsvesti,9
naočati,9
a,9
pretpregleti,9
razarati,9
zaduživati,9
prećutkovati,9
nanijeti,9
oboleti,9
pokusati,9
nakupljati,9
osvetiti,9
oživiti,9
ugaoniti,9
rasterećivati,9
ispitujati,9
dičiti,9
zakomplikovati,9
zamjenjivati,9
zakucati,9
kapitulirati,9
kodirati,9
iskriviti,9
financirati,9
ljuštiti,9
degradirati,9
naviknuti,9
letovati,9
pridobivati,9
sočivati,9
pobrineti,9
razigrati,9
pričinjavati,9
svest,9
ucenjivati,9
seleti,9
fkolovati,9
fotografirati,9
izvuciti,9
potpisiti,9
magneti,9
zasmetati,9
usaditi,9
saopćiti,9
kobiti,9
rasturiti,9
administrirati,9
oscilovati,9
otpremiti,9
zeliti,9
konstruišati,9
perati,9
stažirati,9
upotpunjavati,9
istrpeti,9
širati,9
izolivati,9
zasedati,9
kotačiti,9
predočavati,9
aktuelizovati,9
nasloniti,9
.d.,9
su,9
idići,9
promovišeti,9
spektaći,9
oblikovtiti,9
uspavati,9
imoti,9
lišavati,9
cirkulisati,9
ispunati,9
upošljavati,9
pridodavati,9
likvidirati,9
proširuvati,9
iskontrolisati,9
rastaviti,9
nasedati,9
recenzirati,9
rasteretiti,9
pojednostavljivati,9
vizualizovati,9
uzdati,9
kupaći,9
uposliti,9
presiti,9
pripaziti,9
ozdraviti,9
signati,9
ležajevati,9
alarmirati,9
dotrajati,9
maskirati,9
naslućivati,9
pletiti,9
odspojiti,9
potčiniti,9
ponižavati,9
uzbuđivati,9
ružičasti,9
zaintrigirati,9
odzvanjati,9
siti,9
izumeti,9
razmutiti,9
karnevati,9
jubilovati,9
dorasti,9
pronadjati,9
otpisati,9
pričvršćivati,9
iznati,9
oseći,9
kotrljati,9
uobličiti,9
zuriti,9
dogadjati,9
poleteti,9
useljavati,9
isklesati,9
udahniti,9
priteći,9
utičiti,9
boditi,9
usmrtiti,9
sinhronizovati,9
suprostaviti,9
ugradjivati,9
zaklјučio,9
triputi,9
prav,9
glati,9
pititi,9
restrukturirati,9
odvažiti,9
prisluškovati,9
promešati,9
očiti,9
udasti,9
raščistiti,9
zauzmemoti,9
obeshrabrivati,9
participirati,9
pozajmljivati,9
previđati,9
prebrisati,9
kvalificirati,9
odlaskati,9
zbaciti,9
preobraziti,9
doručkovati,9
žuditi,9
remetiti,9
dežurati,9
zbližiti,9
maštiti,9
zablistati,9
kvariti,9
isprojektovati,9
polemisati,9
delati,9
nasleđivati,9
prekiniti,9
ispaliti,9
izmeti,9
raniti,9
prebiti,9
stoleti,9
iznesiti,9
razići,8
preobražavati,8
proživiti,8
zabrinuti,8
sponzorirati,8
presušiti,8
panoramiti,8
prenoćiti,8
pregaziti,8
masirati,8
neceti,8
česti,8
pohadjati,8
uploviti,8
igrasti,8
obvezovati,8
pretplati,8
aludirati,8
biomaterijati,8
niti,8
kažiti,8
žiti,8
žena,8
zakopati,8
obesiti,8
utiti,8
istovarati,8
identifikovti,8
forsirati,8
pasati,8
mudriti,8
otputujeti,8
4,8
pohoditi,8
izručiti,8
oglušiti,8
premještati,8
podstaknuti,8
reagojati,8
poistovetiti,8
hakovati,8
umrežiti,8
priskočiti,8
sleteti,8
popeliti,8
suosjećati,8
propatiti,8
izostavljati,8
prisvajati,8
snabdeti,8
pozaditi,8
prebrojati,8
nagovoriti,8
redizajnirati,8
prenoći,8
izbacivati,8
omogucavati,8
navirati,8
unestiti,8
nazdraviti,8
odugovlačiti,8
marginalizovati,8
raspirivati,8
slabiti,8
reka,8
uklјučuje,8
rastvoriti,8
preračunati,8
ukrastiti,8
hoditi,8
pomnožiti,8
kuvajtiti,8
sateliti,8
duljati,8
jagnjeti,8
sprijateljiti,8
vaspitavati,8
podmladiti,8
osujetiti,8
primjećivati,8
smjenjivati,8
skalirati,8
apostiti,8
monokristati,8
sadrzati,8
reorganizovati,8
iščeziti,8
uvijati,8
nauciti,8
zamonašiti,8
postiti,8
dosegati,8
zaseniti,8
povisiti,8
=,8
formatirati,8
karakterizirati,8
orašasti,8
donesiti,8
preuzemoti,8
opkoliti,8
iščitavati,8
proraditi,8
otapati,8
lažirati,8
zaticati,8
drzati,8
sacuvati,8
prevuciti,8
ušuškati,8
opozovesti,8
dolikovati,8
ukrstiti,8
sudija,8
spavaći,8
sumnjičiti,8
sledivati,8
rastućati,8
učestvovtiti,8
utipkati,8
protestvovati,8
gladovati,8
preusmjeriti,8
iskristalisati,8
prisutvovati,8
spanati,8
stjeći,8
preduvjeti,8
sniti,8
podgrevati,8
centralizovati,8
telefonirati,8
zastrašiti,8
pijeti,8
paraziti,8
jastučići,8
prisiti,8
meći,8
utovariti,8
uredati,8
pozdravati,8
obiti,8
proistećati,8
motivišeti,8
nadigrati,8
brendirati,8
poubijati,8
klanjati,8
bratiti,8
ocena,8
preterivati,8
poređati,8
bravissiti,8
zoviti,8
preslušavati,8
plaža,8
obrada,8
anticipirati,8
uravnotežiti,8
potiskivati,8
namažiti,8
umasirati,8
probivati,8
kloniti,8
škoditi,8
uslužiti,8
utišati,8
sustav,8
izlivati,8
umesiti,8
mišići,8
zamarati,8
ima,8
skicirati,8
determinisati,8
iskomunicirati,8
odležati,8
planinariti,8
zapostavljati,8
obavijati,8
anektirati,8
indukovati,8
klikati,8
tvitovati,8
tinjati,8
idesti,8
radivati,8
uređujtiti,8
prinuditi,8
zaklјučuje,8
nagađati,8
iščitati,8
izmеđu,8
demokratizovati,8
očitati,8
provriti,8
večiti,8
stornirati,8
stoga,8
kalibrirati,8
posipati,8
ubrojati,8
ograđivati,8
kvantifikovati,8
konkurišeti,7
razveseliti,7
kratiti,7
skovati,7
podovati,7
gospodariti,7
izleći,7
isplata,7
lučiti,7
autorizirati,7
zubiti,7
zapanjiti,7
pociniti,7
opiriti,7
udovoljavati,7
zivesti,7
razgovorati,7
odslušati,7
odvestiti,7
priđeti,7
cenzurisati,7
prosiriti,7
vracati,7
podnesiti,7
mati,7
formalizovati,7
razneti,7
nagomilavati,7
zasloniti,7
rad,7
pastiti,7
kategorisati,7
useti,7
pobeđuvati,7
obasjati,7
zagrebati,7
onakviti,7
panorati,7
udjeti,7
ispijati,7
preseći,7
izostaniti,7
loptati,7
šeširati,7
žalbati,7
prirodati,7
upućivtiti,7
prineti,7
pomnoti,7
progovarati,7
izuzimati,7
onemogući,7
osvrtiti,7
poistovećovati,7
privrediti,7
listići,7
prihodovati,7
skoliozati,7
raspitovati,7
istraživtiti,7
nagaziti,7
protresiti,7
upucati,7
sustaviti,7
zazvoniti,7
zatezati,7
prozivati,7
stopiti,7
odbrojavati,7
obedovati,7
šaljati,7
raspitivati,7
papirati,7
sintetisati,7
obasipati,7
sloviti,7
okititi,7
apostrofirati,7
svugditi,7
prikačiti,7
pogriješiti,7
oboljevati,7
replicirati,7
mamiti,7
umrežati,7
rasterati,7
ustaliti,7
pobjeći,7
kiseti,7
prikvačiti,7
upropastiti,7
izvirati,7
dopriniti,7
naređivati,7
dopisivati,7
riskirati,7
naumiti,7
proključati,7
premati,7
rasprodati,7
finalizirati,7
dаje,7
nazadovati,7
napadniti,7
potpeti,7
učestovovati,7
goriti,7
surađivtiti,7
premećtati,7
avansati,7
sjetati,7
zablistiti,7
kumovati,7
poštedeti,7
odseliti,7
skineti,7
odseći,7
konstruiti,7
vuki,7
rentati,7
unati,7
upirati,7
io,7
oličavati,7
gostiti,7
razložiti,7
goditi,7
placati,7
dobacivati,7
prijasti,7
niknuti,7
šiti,7
uranjati,7
blistati,7
povediti,7
poslivati,7
cuti,7
otpasti,7
požaliti,7
obuti,7
natopiti,7
ukrotiti,7
korespondirati,7
odmahnuti,7
oboljeti,7
opastiti,7
iscrpiti,7
prevagnuti,7
razlivati,7
/cati,7
vidjati,7
zaoštriti,7
povezovati,7
zamesiti,7
uditi,7
isušiti,7
automatizovti,7
onesposobiti,7
kriptirati,7
inzistirati,7
zamerati,7
deportovati,7
vibrirati,7
usreći,7
sjedinjivati,7
podvrgnuti,7
pereti,7
svahiti,7
žalati,7
gutati,7
uvagati,7
kupasti,7
uveseljavati,7
dovršavati,7
rezervati,7
istovati,7
uzdržavati,7
berati,7
izdignuti,7
razgraditi,7
dočepati,7
izbjegan,7
iskušati,7
doseti,7
šutiti,7
vrednujati,7
kockati,7
ujednačiti,7
treptati,7
pobiberiti,7
mankati,7
nagoniti,7
dinstati,7
potpomoći,7
refinansirati,7
postaći,7
izmeštati,7
iskupiti,7
uspoređivati,7
obradovtiti,7
ocrtavati,7
praštati,7
obiđati,7
oforeti,7
žudeti,7
podvesti,7
ništaviti,7
taći,7
štapiti,7
dosegneti,7
razmontirati,7
uviti,7
ozvaničiti,7
povraćati,7
pauziti,7
izmjenjivati,7
odsetiti,7
legalizovati,7
povratati,7
račvati,7
svaljivati,7
pojednostavniti,7
ponići,7
povrći,7
stojiti,7
zauzmiti,7
tliminisati,7
isušivati,7
pulsirati,7
rumeniti,7
kultivisati,7
srestiti,7
obreti,7
prijetiti,7
ugojiti,7
izvrsiti,7
procureti,7
otuđiti,7
opustošiti,7
krokoditi,7
prepešačiti,7
dospećati,7
šaljiti,7
sliti,7
žvakati,7
bankrotirati,7
izdići,7
baštiniti,7
preplavljivati,7
suroviti,7
uprtiti,7
preležati,7
prečišćavati,7
doraditi,7
dokopati,7
skacati,7
modelirati,7
doplaćivati,7
tetovagati,7
okrepiti,7
poludeti,7
triti,7
nadgraditi,7
živ,7
dynati,7
uvesati,7
vići,6
kategorizovati,6
opslužiti,6
konstatirati,6
nakupiti,6
podmazovati,6
pogaziti,6
leviti,6
oblagati,6
izričiti,6
poniriti,6
slikoviti,6
drhtiti,6
specijalizozati,6
grleti,6
prodjati,6
saradjivati,6
retiti,6
stariti,6
jasti,6
razapeti,6
pljačkavati,6
dozivati,6
primjetiti,6
poduhvatiti,6
kristalisati,6
isticeti,6
osjećaš,6
primopredati,6
rasturati,6
zaslon,6
podređivati,6
upamtiti,6
obesmisliti,6
appraisati,6
ponestajati,6
poreći,6
brusiti,6
podupreti,6
znojati,6
navaliti,6
mahati,6
znameniti,6
dokumentirati,6
prekinati,6
proživjeti,6
toći,6
podrijeti,6
ljubav,6
posejati,6
sаmo,6
razvijtiti,6
podvučiti,6
promašivati,6
urezati,6
naoružavati,6
razmijeniti,6
izadjati,6
podcrtati,6
rashlađivati,6
uvrštavati,6
užasavati,6
politizovati,6
razmnožavati,6
prešliti,6
grafiti,6
yosemiti,6
poželjeti,6
podlegati,6
penzionisati,6
pripojati,6
osamostaliti,6
pun,6
oročiti,6
ljuljati,6
uokvirovati,6
jahtiti,6
unazaditi,6
počastiti,6
prevući,6
poistovesti,6
odomaći,6
svjeti,6
padneti,6
pretacati,6
postovati,6
razuveriti,6
brati,6
validirati,6
snimajtiti,6
ponestati,6
zumirati,6
ukrcavati,6
isprečiti,6
diversifikovati,6
izroniti,6
cuo,6
digneti,6
spravljati,6
cementirati,6
bešati,6
predajati,6
oskudevati,6
sviditi,6
odupirati,6
oklijevati,6
nazasti,6
blagosloviti,6
osujeti,6
pomageti,6
iskrcati,6
zakagati,6
oporezovati,6
ceći,6
m2ći,6
gđati,6
favoriti,6
osući,6
podvizavati,6
poštujtiti,6
školujati,6
instrumentatizati,6
osvježavati,6
prenos,6
stenoviti,6
grabiti,6
kamenčići,6
referirati,6
sterilisati,6
zamrzavati,6
prevrtati,6
otititi,6
napomeneti,6
naknaditi,6
tugovati,6
podati,6
tarifati,6
osjeti,6
parafrazirati,6
zahuktavati,6
shvatići,6
personalizoveti,6
rasutiti,6
rashladiti,6
prljaviti,6
nadviti,6
depoziti,6
obazirati,6
sunčati,6
dalati,6
žuljati,6
izmati,6
otputuvati,6
svetiti,6
kozati,6
pronadjiti,6
ustrajati,6
zreti,6
blažiti,6
paničiti,6
izleti,6
marinirati,6
sudivati,6
premivati,6
koegzistirati,6
osmotriti,6
zaliti,6
prezirati,6
losići,6
krititi,6
udar,6
pribjegavati,6
isprvati,6
ponadati,6
rasplamsati,6
probaći,6
izlučivati,6
grupirati,6
pričasti,6
uzburkati,6
citi,6
pjevati,6
alocirati,6
grliti,6
iznesti,6
čati,6
upakovati,6
nasrnuti,6
imаli,6
displejati,6
strpati,6
potsećati,6
rastajati,6
konsultujeti,6
opovrgavati,6
tresati,6
oteći,6
osnujati,6
sabotirati,6
otkucavati,6
posao,6
precenjivati,6
kafiti,6
rekviziti,6
skinati,6
odvezati,6
dorađivati,6
ponoći,6
počistiti,6
raspodeliti,6
obesmišljavati,6
poukiti,6
viknuti,6
opstajati,6
nadopunjavati,6
propasiti,6
budeti,6
dekorisati,6
ambalagati,6
preobratiti,6
osavremeniti,6
sudelivati,6
ložati,6
mukiti,6
vrviti,6
korisiti,6
umijeti,6
rijaliti,6
kušati,6
konstituivati,6
odistati,6
zaostati,6
opskrbiti,6
zamrzniti,6
roniti,6
nadaljati,6
dokučiti,6
stasavati,6
stigmatizovati,6
potsticati,6
zadobijati,6
unapred,6
obvezati,6
uspinjati,6
reportajati,6
uvukati,6
ustoličiti,6
odvraćati,6
sažeti,6
hipnotisati,6
anketirati,6
tonirati,6
iščupati,6
šminkati,6
popisiti,6
odrzavati,6
odricati,6
tkati,6
pouzeti,6
integrišeti,6
ukažiti,6
pilotirati,6
glupiti,6
dirnuti,6
pokrenati,6
smešiti,6
praznovati,6
spreciti,6
ravnati,6
pozavmiti,6
retuširati,6
zagrijati,6
vinuti,6
ovladavati,6
rasvetiti,6
darivati,6
dopretati,6
pljačkati,6
snabdijevati,6
uzdignuti,6
iscrtati,6
orguljati,6
minirati,6
prevovati,6
bujati,6
očajavati,6
oporezivati,6
on-liniti,6
unaprijeti,6
datotekati,6
pronadjeti,6
nalepiti,6
žalba,6
aranžirati,6
argumentovati,6
zapevati,6
doseljavati,6
prepirati,6
rastereti,6
treba,6
ukljuciti,6
prositi,6
klavirati,6
kojiti,6
vikati,6
suzdržavati,6
nagomilati,6
čavrljati,6
demistifikovati,6
insinuirati,6
projektiti,6
zapišiti,6
istrati,6
otpad,6
uposti,6
kotati,6
izbjegati,6
ovesti,6
ogrebati,6
ismijavati,6
odredovati,6
privoliti,6
produljiti,6
imponovati,6
rasvetljavati,6
oticati,6
zbrisati,6
predstavkati,6
survati,6
arbitražati,6
predvidjati,6
iscrtavati,6
plata,6
uzleteti,6
prioritizovati,6
konfiguriseti,6
dovoziti,6
osramoti,6
sudelovati,6
sačeći,6
finalizovati,6
savjeti,6
poigrati,6
zrenjati,6
komercijalizozati,6
uveziti,6
doterati,6
odvući,6
iskomplikovati,6
posustajati,6
veseliti,6
ormariti,6
razaznati,6
saučestvovati,6
uštipniti,6
propitovati,6
strmati,6
l'ći,6
zatamniti,6
primjeniti,6
vedriti,6
kontaminirati,6
vaučeriti,6
oforati,6
plešiti,6
ničiti,6
drenagati,6
našaliti,5
ismevati,5
kući,5
zaklinjati,5
desavati,5
bajkoviti,5
spomeneti,5
uskladištiti,5
nabujati,5
uokviriti,5
prelamati,5
upiriti,5
razduživati,5
umnogoti,5
otisniti,5
podgrejati,5
očеkujе,5
inspirirati,5
diverzifikovati,5
ziviti,5
smesati,5
zavaravati,5
izrezati,5
svaliti,5
podsmevati,5
pritužba,5
razrediti,5
obuzimati,5
odležiti,5
promiješati,5
poplaviti,5
bati,5
odmagati,5
preinačiti,5
pionirati,5
odudarati,5
presvlačiti,5
facetiti,5
izadvati,5
noću,5
pčeliti,5
naosati,5
prećutati,5
surovati,5
djeteti,5
obezvređivati,5
strepiti,5
istrebiti,5
šutniti,5
iskopčati,5
ocistiti,5
preleteti,5
pothranjivati,5
poneći,5
ovlasti,5
raspoznavati,5
uzvraćati,5
obrvati,5
obecavati,5
postajeti,5
proždiriti,5
čeznuti,5
manevrisati,5
očevati,5
krivuljati,5
iscediti,5
pazariti,5
asimilovati,5
nаprаvimo,5
kontrolišiti,5
onenoti,5
odaslati,5
bditi,5
uvežbati,5
pretresti,5
nadahniti,5
muvati,5
iščezavati,5
dodijeti,5
minimizovati,5
pretrpiti,5
naslanjati,5
ugrejati,5
dišati,5
uzvikovati,5
rukohvati,5
odučiti,5
sudariti,5
geriti,5
preregistrovati,5
premagati,5
diferencirati,5
popuštati,5
vaskrstiti,5
noći,5
kombinujtiti,5
zaplakati,5
specialiti,5
žičarati,5
pređiti,5
ispaštati,5
mora,5
dopriniveti,5
izdubiti,5
mrdati,5
šepuriti,5
zadobivati,5
preplanuti,5
pasivizirati,5
poražavati,5
onemoguti,5
podražavati,5
obuciti,5
rаzumeti,5
žućkasti,5
ciniti,5
raspuštati,5
prohodati,5
učеstvovalo,5
tati,5
teoretizovati,5
krčkati,5
korati,5
otuđivati,5
opagati,5
cpaneti,5
odupiriti,5
nevaljati,5
upecati,5
saviti,5
skrojiti,5
cuvati,5
nаlаze,5
preklinjati,5
saunati,5
promakniti,5
popivtiti,5
preostaniti,5
prodreti,5
auto-stakati,5
žvati,5
mladiti,5
koketirati,5
lokazati,5
uostati,5
koincidirati,5
oronuti,5
premijati,5
ćevapčiti,5
oskrnaviti,5
vertikati,5
djelivati,5
.orati,5
doterivati,5
sećaš,5
otiskiti,5
istkati,5
zacementirati,5
pomeniti,5
prodiskutivati,5
pritvarati,5
zazirati,5
smijati,5
proputovati,5
kup,5
obavezivati,5
odagnati,5
rasklopiti,5
pretezati,5
priželjkivati,5
pomakneti,5
granisati,5
podlijevati,5
uvjeravati,5
nadživeti,5
štavisati,5
pržati,5
četovati,5
ubrati,5
izbalansirati,5
dekriminalizovati,5
prednjagati,5
pritegniti,5
eksponirati,5
laktobaciti,5
zaboti,5
laziti,5
zalažiti,5
zagreti,5
podcrtavati,5
prebrojavati,5
nanomaterijati,5
oživesti,5
potpomogniti,5
razbivati,5
razlagati,5
duplicirati,5
razmaziti,5
nitratiti,5
iskopirati,5
markirati,5
istisnuti,5
povezuvati,5
sacekati,5
nezgodati,5
uzglavljati,5
potkopavati,5
izvijestiti,5
terorisati,5
imun,5
fiti,5
sakrisiti,5
drzeti,5
pokolebati,5
prepričati,5
otvariti,5
navikneti,5
vizuelizovati,5
podtići,5
naočiglesti,5
rasteti,5
trljati,5
preporoditi,5
utemeljivati,5
iseti,5
desetkovati,5
licitirati,5
pojmiti,5
umretati,5
libiti,5
pomučiti,5
posavetovti,5
poštovtiti,5
pronesti,5
nadmašati,5
navlažiti,5
stipendirati,5
kombinuti,5
podriti,5
deinstalirati,5
sprijesti,5
amputirati,5
🙂,5
usredotočivati,5
liberalizovati,5
etablirati,5
prelati,5
papiriti,5
ulijevati,5
stišavati,5
odn.ti,5
podilaziti,5
strukturirati,5
zagospodariti,5
generalizovati,5
pomaziti,5
preokreneti,5
skriti,5
izbeglica,5
gruditi,5
skuvajtiti,5
granatirati,5
sinuti,5
uobličavati,5
idealizovati,5
vrbovati,5
isposlovati,5
obezbjediti,5
otudati,5
odabereti,5
primajtiti,5
uvukiti,5
svladati,5
iznutra,5
uzrasti,5
fotografiseti,5
proteziti,5
pođiti,5
posustati,5
pocnuti,5
zarazati,5
razaznavati,5
usisavati,5
skretiti,5
kritizirati,5
namučiti,5
zretiti,5
kontekstualizovati,5
zaploviti,5
uzavreti,5
šišati,5
zapleniti,5
razvući,5
dosliti,5
šareniti,5
mutiti,5
iskažiti,5
prevaliti,5
delići,5
dramatizovati,5
zagarantovati,5
apelirati,5
proistećliti,5
opčiniti,5
obezbedovati,5
prigreti,5
razglasiti,5
umrežavati,5
zastarjeti,5
mazati,5
rezonovati,5
namazati,5
prelijtiti,5
racionalizovati,5
zagaditi,5
demolirati,5
lijeti,5
oživjeti,5
proucavati,5
preslikavati,5
odsustvovati,5
primiriti,5
obešteti,5
odredabati,5
gazdovati,5
pričestiti,5
ućutkati,5
nada,5
uvertirati,5
razbesneti,5
štiklirati,5
dragati,5
oslepeti,5
zamrznuti,5
nadovegati,5
službovati,5
navećeti,5
sekunditi,5
obecati,5
uslišiti,5
uzurpirati,5
obrviti,5
tlačiti,5
naćiti,5
elaborirati,5
računiti,5
uvučiti,5
uslići,5
obati,5
raspraviti,5
lagerivati,5
briti,5
mršavati,5
izbrojiti,5
zaigragati,5
vozati,5
pomociti,5
prijelaziti,5
pribojavati,5
poučiti,5
zatočiti,5
angaživtiti,5
zalutati,5
začuti,5
dvoumiti,5
linkovati,5
prisvojati,5
doprinjeti,5
dvoklikniti,5
pojednostavnjavati,5
istiti,5
pofalići,5
razlažiti,5
odlutati,5
sazoviti,5
zakvačiti,5
razblažiti,5
kati,5
boti,5
zamućivati,5
odrađivati,5
odveziti,5
raskrinkati,5
utešiti,5
tištiti,5
krijumčariti,5
magati,5
absorbovati,5
stjeti,5
krivati,5
nastavlјa,5
opažati,5
rastući,5
dozirati,5
poravnati,5
nasmešiti,5
umaći,5
uzimajtiti,5
odjavati,5
lažati,5
zakrpati,5
rast,5
uvedeti,5
preduhitriti,5
vireti,5
odmakneti,5
prisustovati,5
zamoti,5
objavlјuju,5
osavremenjivati,5
dobaciti,5
dospjeti,5
prevrnuti,5
rasklapati,5
osluškivati,5
krvoproliti,5
zapiseti,5
iznervirati,5
sazidati,5
prilivati,5
udrugati,5
presuda,5
ušetati,5
preterati,5
smoći,5
dopisati,5
podivljati,5
ubrzajtiti,5
dostigneti,5
potamneti,5
natočiti,5
doliti,5
obrnuti,5
pobrati,5
iseljavati,5
ratiti,5
radjati,5
svariti,5
liječiti,5
podstakneti,5
objavlјuje,5
ispiti,5
zgušnjavati,5
kredit,5
proletati,5
zgusniti,5
penjetiti,5
lakirati,5
pojasti,5
amnestirati,5
kršititi,5
presreti,5
noć,5
unajmljivati,5
glorifikovati,5
ključati,5
licencirati,5
zapoceti,5
konfrontirati,4
dušati,4
podstiti,4
poduzmiti,4
pio,4
preformulisati,4
paušati,4
propoliti,4
korodirati,4
goleti,4
pohrliti,4
mentiti,4
zbližati,4
ubratiti,4
radikalizovati,4
predhoditi,4
uznemirati,4
lepati,4
bijagati,4
čujesti,4
pomičiti,4
odjećati,4
poletiti,4
ložiti,4
časati,4
nanizati,4
intezivirati,4
optuziti,4
pecati,4
iznajmati,4
namotavati,4
adresati,4
promotivati,4
izanalizirati,4
pinoki,4
režiti,4
generišeti,4
bravati,4
onati,4
poistoveti,4
utješiti,4
zarobljavati,4
otcepiti,4
pokleknuti,4
područivati,4
gospođiti,4
olabaviti,4
prskati,4
poharati,4
prisluškivati,4
pospješivati,4
umetati,4
pretpeti,4
poskupiti,4
snizati,4
rastužiti,4
sаdа,4
skrasiti,4
precrtati,4
umati,4
maršati,4
obmotati,4
množiti,4
prekjučati,4
povjerovati,4
izmjeniti,4
utoniti,4
pogadjati,4
manjkati,4
nemovati,4
griziti,4
krivudati,4
poloeti,4
imeti,4
spakivati,4
ajditi,4
podlegnuti,4
natječati,4
gnječiti,4
stolovati,4
podmiriti,4
pistiti,4
drenirati,4
mreža,4
projicirati,4
provaliti,4
podviti,4
fakturisati,4
rastavljati,4
nadohvati,4
cjeloviti,4
začiti,4
poboljsati,4
osveštati,4
zavetovati,4
ovseniti,4
pisiti,4
popularisati,4
mutirati,4
razgraničiti,4
iskorištavati,4
vozačiti,4
nadoliti,4
prakticirati,4
pricati,4
ustuknuti,4
kreditirati,4
obistiniti,4
imаmo,4
proterivati,4
posvađati,4
zaplašiti,4
vaziti,4
ceveti,4
spaziti,4
preokretiti,4
iskovati,4
prelistati,4
odgurnuti,4
opaziti,4
ringeti,4
zakopčati,4
razdeti,4
pobesneti,4
privuciti,4
ugošćavati,4
zatresti,4
razoružati,4
podignuti,4
odgojiti,4
rekonstruiti,4
osemeniti,4
presati,4
otrčati,4
skontati,4
ruta,4
ustalasati,4
dekarbonizirati,4
osveti,4
paralizovati,4
kaskati,4
skandirati,4
otelotvoriti,4
posada,4
žurnati,4
spakivtiti,4
stanujati,4
trčlati,4
oduprijeti,4
darujati,4
izučiti,4
oboti,4
slika,4
plodniti,4
pruziti,4
konektovati,4
opkladiti,4
ogranizovati,4
odomaćiti,4
akcentovati,4
poznaveti,4
odgađati,4
zavjeriti,4
pospeći,4
trebаlo,4
izjednati,4
krčiti,4
prljati,4
zažaliti,4
pretražujtiti,4
reintegrisati,4
sazriti,4
briljirati,4
razilaziti,4
doimati,4
obolevati,4
mobilizovati,4
ofarbati,4
sletati,4
uganuti,4
reinvestirati,4
iskacati,4
sumnjičavati,4
očvrsnuti,4
pasareti,4
ormarići,4
pročišćavati,4
surfovati,4
odumirati,4
umrati,4
prizovesti,4
bježati,4
ovekovečivati,4
vatrati,4
zaostaniti,4
meditirati,4
školujiti,4
čovesti,4
optereti,4
pronići,4
cediti,4
ovekovesti,4
uvediti,4
kazavati,4
besneti,4
razgranati,4
gabariti,4
reaktivirati,4
ilititi,4
prispećati,4
sendvičiti,4
savlađivati,4
ispisuvati,4
osoba,4
osamostati,4
začujeti,4
sprema,4
sučeljavati,4
izginuti,4
indoktrinirati,4
predstavlјati,4
opera,4
nuti,4
podatak,4
iseciti,4
preračunavati,4
cvesti,4
naletiti,4
postulati,4
obučeti,4
postći,4
lepšati,4
aplaudirati,4
zabriniti,4
opredijeliti,4
zvončiti,4
prisjećati,4
odniti,4
aparati,4
omugućavati,4
čučiti,4
pomaknuti,4
kupoprodati,4
iskombinuvati,4
potkopati,4
lirati,4
uzvikivati,4
zaprositi,4
zalivati,4
smeštajati,4
potresti,4
kopredsedavati,4
poblizati,4
prevara,4
harati,4
garantojeti,4
prekrajati,4
vreći,4
pristustvovati,4
koriguvati,4
razračunati,4
bogatiti,4
sjajiti,4
karakteriti,4
vijuti,4
popnuti,4
napredovtiti,4
koncentrirati,4
potisati,4
organizovesti,4
započinjeti,4
oslovljavati,4
otelotvorivati,4
tariti,4
čeći,4
odskočiti,4
pripisuvati,4
poniziti,4
ugnjetavati,4
razumiti,4
zavijati,4
zamaći,4
zaviditi,4
nabrajati,4
obezediti,4
susretiti,4
rasvetliti,4
ljubomorati,4
zavestiti,4
vrsiti,4
novesti,4
ispaljivati,4
prianjati,4
odnesiti,4
pročuti,4
napući,4
promovišiti,4
doprinos,4
pobrisati,4
okoristiti,4
lupiti,4
doljati,4
pojava,4
odsjesti,4
znojiti,4
obrukati,4
šuski,4
prekineti,4
derogirati,4
gvantanati,4
sekirati,4
kadrirati,4
relizovati,4
zavesa,4
kurirati,4
zatrudneti,4
prostivati,4
optimizovtiti,4
miješati,4
humanizovati,4
obznanjivati,4
ilustrujati,4
zaposeti,4
vapiti,4
personifikovati,4
menjajtiti,4
dugati,4
svijetliti,4
uti,4
okvalifikovati,4
neravati,4
ogladneti,4
poriti,4
pridruziti,4
iskrivljivati,4
pasteti,4
uravnoteživati,4
sručiti,4
vijugati,4
nabaciti,4
ispeciti,4
titi,4
tаdа,4
usluziti,4
uspiviti,4
rampeti,4
racunati,4
kuteti,4
spitasti,4
zarastajati,4
doleteti,4
klijentati,4
obezvrediti,4
utvditi,4
potčinjavati,4
izoštravati,4
ostavriti,4
osvijestiti,4
smetiti,4
nagniti,4
pasnati,4
secati,4
prezresti,4
prastariti,4
izbegniti,4
ugurati,4
tabliti,4
žižati,4
prelaskati,4
peglati,4
prijava,4
premazivati,4
propastiti,4
povijati,4
secirati,4
ugoditi,4
izabrešeti,4
nasati,4
provetravati,4
oraspoložiti,4
štostati,4
zamjeriti,4
odaći,4
zapovesti,4
prisustvati,4
paditi,4
